;Provincia;Cantón;Parroquia;Densidad Poblacional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;PIMAMPIRO;CHUGÁ;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;PIMAMPIRO;MARIANO ACOSTA;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;PIMAMPIRO;SAN FRANCISCO DE SIGSIPAMBA;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;SAN MIGUEL DE URCUQUÍ;URCUQUÍ;109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;SAN MIGUEL DE URCUQUÍ;CAHUASQUÍ;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;SAN MIGUEL DE URCUQUÍ;LA MERCED DE BUENOS AIRES;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;SAN MIGUEL DE URCUQUÍ;PABLO ARENAS;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;SAN MIGUEL DE URCUQUÍ;SAN BLAS;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;SAN MIGUEL DE URCUQUÍ;TUMBABIRO;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;LOJA;LOJA;752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;LOJA;CHANTACO;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;LOJA;CHUQUIRIBAMBA;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;LOJA;EL CISNE;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;LOJA;GUALEL;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;LOJA;JIMBILLA;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;LOJA;MALACATOS;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;LOJA;SAN LUCAS;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;LOJA;SAN PEDRO DE VILCABAMBA;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;LOJA;SANTIAGO;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;LOJA;TAQUIL;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;LOJA;VILCABAMBA;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;LOJA;YANGANA;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;LOJA;QUINARA;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;CALVAS;CARIAMANGA;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;CALVAS;COLAISACA;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;CALVAS;EL LUCERO;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;CALVAS;UTUANA;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;CALVAS;SANGUILLÍN;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;CATAMAYO;CATAMAYO;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;CATAMAYO;EL TAMBO;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;CATAMAYO;GUAYQUICHUMA;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;CATAMAYO;SAN PEDRO DE LA BENDITA;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;CATAMAYO;ZAMBI;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;CELICA;CELICA;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;CELICA;CRUZPAMBA;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;CELICA;PÓZUL;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;CELICA;SABANILLA;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;CELICA;TENIENTE MAXIMILIANO RODRÍGUEZ LOAIZA;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;CHAGUARPAMBA;CHAGUARPAMBA;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;CHAGUARPAMBA;BUENAVISTA;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;CHAGUARPAMBA;EL ROSARIO;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;CHAGUARPAMBA;SANTA RUFINA;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;CHAGUARPAMBA;AMARILLOS;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;ESPÍNDOLA;AMALUZA;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;ESPÍNDOLA;BELLAVISTA;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;ESPÍNDOLA;JIMBURA;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;ESPÍNDOLA;SANTA TERESITA;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;ESPÍNDOLA;27 DE ABRIL;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;ESPÍNDOLA;EL INGENIO;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;ESPÍNDOLA;EL AIRO;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;GONZANAMÁ;GONZANAMÁ;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;GONZANAMÁ;CHANGAIMINA;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;GONZANAMÁ;NAMBACOLA;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;GONZANAMÁ;PURUNUMA;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;GONZANAMÁ;SACAPALCA;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;MACARÁ;MACARÁ;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;MACARÁ;LARAMA;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;MACARÁ;LA VICTORIA;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;MACARÁ;SABIANGO;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;PALTAS;CATACOCHA;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;PALTAS;CANGONAMÁ;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;PALTAS;GUACHANAMÁ;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;PALTAS;LAURO GUERRERO;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;PALTAS;ORIANGA;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;PALTAS;SAN ANTONIO;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;PALTAS;CASANGA;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;PALTAS;YAMANA;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;PUYANGO;ALAMOR;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;PUYANGO;CIANO;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;PUYANGO;EL ARENAL;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;PUYANGO;EL LIMO;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;PUYANGO;MERCADILLO;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;PUYANGO;VICENTINO;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;SARAGURO;SARAGURO;128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;SARAGURO;EL PARAÍSO DE CELEN;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;SARAGURO;EL TABLÓN;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;SARAGURO;LLUZHAPA;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;SARAGURO;MANÚ;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;SARAGURO;SAN ANTONIO DE QUMBE;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;SARAGURO;SAN PABLO DE TENTA;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;SARAGURO;SAN SEBASTIÁN DE YÚLUC;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;SARAGURO;SELVA ALEGRE;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;SARAGURO;URDANETA;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;SARAGURO;SUMAYPAMBA;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;SOZORANGA;SOZORANGA;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;SOZORANGA;NUEVA FÁTIMA;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;SOZORANGA;TACAMOROS;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;ZAPOTILLO;ZAPOTILLO;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;ZAPOTILLO;MANGAHURCO;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;ZAPOTILLO;GARZAREAL;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;ZAPOTILLO;LIMONES;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;ZAPOTILLO;PALETILLAS;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;ZAPOTILLO;BOLASPAMBA;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;ZAPOTILLO;CAZADEROS;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;PINDAL;PINDAL;89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;PINDAL;CHAQUINAL;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;PINDAL;12 DE DICIEMBRE;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;PINDAL;MILAGROS;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;QUILANGA;QUILANGA;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;QUILANGA;FUNDOCHAMBA;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;QUILANGA;SAN ANTONIO DE LAS ARADAS;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;OLMEDO;OLMEDO;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOJA;OLMEDO;LA TINGUE;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;BABAHOYO;BABAHOYO;662;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;BABAHOYO;CARACOL;57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;BABAHOYO;FEBRES CORDERO;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;BABAHOYO;PIMOCHA;101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;BABAHOYO;LA UNIÓN;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;BABA;BABA;126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;BABA;GUARE;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;BABA;ISLA DE BEJUCAL;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;MONTALVO;MONTALVO;87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;MONTALVO;LA ESMERALDA;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;PUEBLOVIEJO;PUEBLOVIEJO;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;PUEBLOVIEJO;PUERTO PECHICHE;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;PUEBLOVIEJO;SAN JUAN;203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;QUEVEDO;QUEVEDO;732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;QUEVEDO;SAN CARLOS;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;QUEVEDO;LA ESPERANZA;174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;URDANETA;CATARAMA;193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;URDANETA;RICAURTE;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;VENTANAS;VENTANAS;320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;VENTANAS;ZAPOTAL;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;VENTANAS;CHACARITA;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;VENTANAS;LOS ÁNGELES;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;VINCES;VINCES;111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;VINCES;ANTONIO SOTOMAYOR;126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;PALENQUE;PALENQUE;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;BUENA FE;SAN JACINTO DE BUENA FE;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;BUENA FE;PATRICIA PILAR;89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;VALENCIA;VALENCIA;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;MOCACHE;MOCACHE;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;LOS RÍOS;QUINSALOMA;QUINSALOMA;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;PORTOVIEJO;PORTOVIEJO;608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;PORTOVIEJO;ABDÓN CALDERÓN;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;PORTOVIEJO;ALHAJUELA;152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;PORTOVIEJO;CRUCITA;274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;PORTOVIEJO;PUEBLO NUEVO;113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;PORTOVIEJO;RIOCHICO;187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;PORTOVIEJO;SAN PLÁCIDO;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;PORTOVIEJO;CHIRIJOS;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;BOLÍVAR;CALCETA;114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;BOLÍVAR;MEMBRILLO;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;BOLÍVAR;QUIROGA;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;CHONE;CHONE;95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;CHONE;BOYACÁ;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;CHONE;CANUTO;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;CHONE;CONVENTO;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;CHONE;CHIBUNGA;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;CHONE;ELOY ALFARO;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;CHONE;RICAURTE;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;CHONE;SAN ANTONIO;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;EL CARMEN;EL CARMEN;111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;EL CARMEN;WILFRIDO LOOR MOREIRA;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;EL CARMEN;SAN PEDRO DE SUMA;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;EL CARMEN;SANTA MARÍA;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;EL CARMEN;EL PARAÍSO LA 14;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;FLAVIO ALFARO;FLAVIO ALFARO;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;FLAVIO ALFARO;SAN FRANCISCO DE NOVILLO;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;FLAVIO ALFARO;ZAPALLO;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;JIPIJAPA;JIPIJAPA;142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;JIPIJAPA;AMÉRICA;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;JIPIJAPA;EL ANEGADO;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;JIPIJAPA;JULCUY;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;JIPIJAPA;LA UNIÓN;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;JIPIJAPA;MEMBRILLAL;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;JIPIJAPA;PEDRO PABLO GÓMEZ;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;JIPIJAPA;PUERTO CAYO;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;JUNÍN;JUNÍN;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;MANTA;MANTA;2.903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;MANTA;SAN LORENZO;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;MANTA;SANTA MARIANITA;101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;MONTECRISTI;MONTECRISTI;162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;MONTECRISTI;LA PILA;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;PAJÁN;PAJÁN;101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;PAJÁN;CAMPOZANO;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;PAJÁN;CASCOL;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;PAJÁN;GUALE;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;PAJÁN;LASCANO;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;PICHINCHA;PICHINCHA;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;PICHINCHA;BARRAGANETE;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;PICHINCHA;SAN SEBASTIÁN;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;ROCAFUERTE;ROCAFUERTE;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;SANTA ANA;SANTA ANA DE VUELTA LARGA;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;SANTA ANA;AYACUCHO;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;SANTA ANA;HONORATO VÁSQUEZ;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;SANTA ANA;LA UNIÓN;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;SANTA ANA;SAN PABLO;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;SUCRE;BAHIA DE CARÁQUEZ;162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;SUCRE;CHARAPOTÓ;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;SUCRE;SAN ISIDRO;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;TOSAGUA;TOSAGUA;126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;TOSAGUA;BACHILLERO;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;TOSAGUA;ÁNGEL PEDRO GILER;95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;24 DE MAYO;SUCRE;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;24 DE MAYO;BELLAVISTA;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;24 DE MAYO;NOBOA;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;24 DE MAYO;ARQUITECTO SIXTO DURÁN BALLÉN;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;PEDERNALES;PEDERNALES;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;PEDERNALES;COJIMÍES;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;PEDERNALES;DIEZ DE AGOSTO;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;PEDERNALES;ATAHUALPA;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;OLMEDO;OLMEDO;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;PUERTO LÓPEZ;PUERTO LÓPEZ;66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;PUERTO LÓPEZ;MACHALILLA;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;PUERTO LÓPEZ;SALANGO;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;JAMA;JAMA;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;JARAMIJÓ;JARAMIJÓ;308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;SAN VICENTE;SAN VICENTE;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MANABÍ;SAN VICENTE;CANOA;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;MORONA;MACAS;459;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;MORONA;ALSHI;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;MORONA;GENERAL PROAÑO;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;MORONA;SAN ISIDRO;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;MORONA;SEVILLA DON BOSCO;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;MORONA;SINAÍ;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;MORONA;ZUÑA;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;MORONA;CUCHAENTZA;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;MORONA;RÍO BLANCO;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;GUALAQUIZA;GUALAQUIZA;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;GUALAQUIZA;AMAZONAS;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;GUALAQUIZA;BERMEJOS;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;GUALAQUIZA;BOMBOÍZA;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;GUALAQUIZA;CHIGÜINDA;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;GUALAQUIZA;EL ROSARIO;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;GUALAQUIZA;NUEVA TARQUI;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;GUALAQUIZA;SAN MIGUEL DE CUYES;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;GUALAQUIZA;EL IDEAL;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;LIMÓN INDANZA;GRAL. LEONIDAS PLAZA GUTIÉRREZ;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;LIMÓN INDANZA;INDANZA;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;LIMÓN INDANZA;SAN ANTONIO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;LIMÓN INDANZA;SAN MIGUEL DE CONCHAY;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;LIMÓN INDANZA;SANTA SUSANA DE CHIVIAZA;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;LIMÓN INDANZA;YUNGANZA;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;PALORA;PALORA;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;PALORA;ARAPICOS;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;PALORA;CUMANDÁ;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;PALORA;SANGAY;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;PALORA;16 DE AGOSTO;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;SANTIAGO;SANTIAGO DE MÉNDEZ;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;SANTIAGO;COPAL;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
